plant,col,red,nir,ndvi,population,date,day,vwc1,vwc2
24,53,17.3,64.1,0.575,A15-725,7/11/2017,40,5.5625,15.9025
24,54,18.3,60.9,0.538,A15-675,7/11/2017,40,5.5625,15.9025
24,55,16.5,58.8,0.562,A14-302,7/11/2017,40,5.5625,15.9025
24,56,18.3,52.3,0.482,A15-513,7/11/2017,40,5.5625,15.9025
24,57,18.1,58.8,0.529,b,7/11/2017,40,5.5625,15.9025
24,58,16.1,57,0.56,b,7/11/2017,40,5.5625,15.9025
24,59,16.3,60.9,0.578,b,7/11/2017,40,5.5625,15.9025
25,1,11.7,46.2,0.596,b,7/11/2017,40,5.5625,15.9025
25,2,12.8,46.3,0.567,b,7/11/2017,40,5.5625,15.9025
25,3,13.4,48.9,0.57,b,7/11/2017,40,5.5625,15.9025
25,4,19.6,52.2,0.454,A15-674,7/11/2017,40,5.5625,15.9025
25,5,14.4,51.6,0.564,A15-674,7/11/2017,40,5.5625,15.9025
25,6,15.7,56.1,0.563,A15-311,7/11/2017,40,5.5625,15.9025
25,7,16.9,52.9,0.516,A15-311,7/11/2017,40,5.5625,15.9025
25,8,16.9,51.9,0.509,A15-682,7/11/2017,40,5.5625,15.9025
25,9,16.1,49.5,0.509,A15-682,7/11/2017,40,5.5625,15.9025
25,10,13,52.5,0.603,A15-506,7/11/2017,40,5.5625,15.9025
25,11,15.7,51.3,0.531,A15-506,7/11/2017,40,5.5625,15.9025
25,12,16.1,54.7,0.545,A15-511,7/11/2017,40,5.5625,15.9025
25,13,15.1,57,0.581,A15-511,7/11/2017,40,5.5625,15.9025
25,14,13.6,52.6,0.589,A15-516,7/11/2017,40,5.5625,15.9025
25,15,14.4,54,0.579,A15-516,7/11/2017,40,5.5625,15.9025
25,16,14.8,57.3,0.589,A15-668,7/11/2017,40,5.5625,15.9025
25,17,14,57.7,0.609,A15-668,7/11/2017,40,5.5625,15.9025
25,18,15.5,57.1,0.573,A15-490,7/11/2017,40,5.5625,15.9025
25,19,17.1,54.6,0.523,A15-490,7/11/2017,40,5.5625,15.9025
25,20,14.8,53.1,0.564,A14-307,7/11/2017,40,5.5625,15.9025
25,21,16.5,56.1,0.545,A14-307,7/11/2017,40,5.5625,15.9025
25,22,18.8,49,0.445,A15-515,7/11/2017,40,5.5625,15.9025
25,23,15.1,49.5,0.533,A15-515,7/11/2017,40,5.5625,15.9025
25,24,16.9,49.3,0.489,A15-467,7/11/2017,40,5.5625,15.9025
25,25,17.7,54,0.506,A15-467,7/11/2017,40,5.5625,15.9025
25,26,16.3,57.9,0.561,A15-316,7/11/2017,40,5.5625,15.9025
25,27,15,57.9,0.588,A15-316,7/11/2017,40,5.5625,15.9025
25,28,19.6,55.6,0.479,A15-304,7/11/2017,40,5.5625,15.9025
25,29,18.8,55.3,0.493,A15-304,7/11/2017,40,5.5625,15.9025
25,30,15.3,60.2,0.595,A15-341,7/11/2017,40,5.5625,15.9025
25,31,16.1,56.4,0.556,A15-341,7/11/2017,40,5.5625,15.9025
25,32,13,59.2,0.64,A15-436,7/11/2017,40,5.5625,15.9025
25,33,17.3,56.2,0.529,A15-436,7/11/2017,40,5.5625,15.9025
25,34,16.3,58.3,0.563,A15-463,7/11/2017,40,5.5625,15.9025
25,35,17.7,52.8,0.498,A15-463,7/11/2017,40,5.5625,15.9025
25,36,14.8,57.1,0.588,A15-708,7/11/2017,40,5.5625,15.9025
25,37,17.7,61.7,0.554,A15-708,7/11/2017,40,5.5625,15.9025
25,38,19.6,60.2,0.509,A15-711,7/11/2017,40,5.5625,15.9025
25,39,20,55.5,0.47,A15-711,7/11/2017,40,5.5625,15.9025
25,40,18.1,60.2,0.538,A14-298,7/11/2017,40,5.5625,15.9025
25,41,18.3,54.7,0.499,A14-298,7/11/2017,40,5.5625,15.9025
25,42,14.6,54.1,0.575,A15-451,7/11/2017,40,5.5625,15.9025
25,43,16.5,53.5,0.529,A15-451,7/11/2017,40,5.5625,15.9025
25,44,16.7,60.2,0.566,A15-519,7/11/2017,40,5.5625,15.9025
25,45,14.4,60.6,0.616,A15-519,7/11/2017,40,5.5625,15.9025
25,46,16.1,59.7,0.575,A15-461,7/11/2017,40,5.5625,15.9025
25,47,15.3,57,0.577,A15-461,7/11/2017,40,5.5625,15.9025
25,48,15.3,60.9,0.598,A15-509,7/11/2017,40,5.5625,15.9025
25,49,14.2,59.8,0.616,A15-669,7/11/2017,40,5.5625,15.9025
25,50,14.6,54,0.574,A15-677,7/11/2017,40,5.5625,15.9025
25,51,16.5,59.5,0.566,A15-489,7/11/2017,40,5.5625,15.9025
25,52,14.6,55.8,0.585,A15-505,7/11/2017,40,5.5625,15.9025
25,53,15.7,57.1,0.569,A15-725,7/11/2017,40,5.5625,15.9025
25,54,15.1,57.6,0.585,A15-675,7/11/2017,40,5.5625,15.9025
25,55,18.8,56.5,0.501,A14-302,7/11/2017,40,5.5625,15.9025
25,56,17.9,54.4,0.505,A15-513,7/11/2017,40,5.5625,15.9025
25,57,20.6,62,0.501,b,7/11/2017,40,5.5625,15.9025
25,58,15.7,55.2,0.557,b,7/11/2017,40,5.5625,15.9025
25,59,15.7,53.1,0.544,b,7/11/2017,40,5.5625,15.9025
26,1,13.8,52.8,0.586,b,7/11/2017,40,5.5625,15.9025
26,2,13.8,55.3,0.601,b,7/11/2017,40,5.5625,15.9025
26,3,15,49.2,0.533,b,7/11/2017,40,5.5625,15.9025
26,4,18.4,52,0.477,b,7/11/2017,40,5.5625,15.9025
26,5,16.9,51.1,0.503,b,7/11/2017,40,5.5625,15.9025
26,6,19.4,58.3,0.501,b,7/11/2017,40,5.5625,15.9025
26,7,16.1,53.8,0.539,b,7/11/2017,40,5.5625,15.9025
26,8,16.3,58.9,0.566,b,7/11/2017,40,5.5625,15.9025
26,9,18.1,54.3,0.5,b,7/11/2017,40,5.5625,15.9025
26,10,18.6,55.8,0.5,b,7/11/2017,40,5.5625,15.9025
26,11,13.4,54.9,0.608,b,7/11/2017,40,5.5625,15.9025
26,12,14.8,54.6,0.573,b,7/11/2017,40,5.5625,15.9025
26,13,15.3,58,0.583,b,7/11/2017,40,5.5625,15.9025
26,14,14,55.5,0.597,b,7/11/2017,40,5.5625,15.9025
26,15,15,53.7,0.563,b,7/11/2017,40,5.5625,15.9025
26,16,15.5,58.2,0.579,b,7/11/2017,40,5.5625,15.9025
26,17,14.8,57.3,0.589,b,7/11/2017,40,5.5625,15.9025
26,18,16.3,56.5,0.552,b,7/11/2017,40,5.5625,15.9025
26,19,17.7,56.1,0.52,b,7/11/2017,40,5.5625,15.9025
26,20,15.7,56.7,0.566,b,7/11/2017,40,5.5625,15.9025
26,21,19,54.7,0.484,b,7/11/2017,40,5.5625,15.9025
26,22,16.1,51.3,0.522,b,7/11/2017,40,5.5625,15.9025
26,23,16.5,55.2,0.54,b,7/11/2017,40,5.5625,15.9025
26,24,15.3,55.9,0.57,b,7/11/2017,40,5.5625,15.9025
26,25,16.3,52,0.523,b,7/11/2017,40,5.5625,15.9025
26,26,18.1,52.2,0.485,b,7/11/2017,40,5.5625,15.9025
26,27,16.5,52.5,0.522,b,7/11/2017,40,5.5625,15.9025
26,28,18.4,55.8,0.504,b,7/11/2017,40,5.5625,15.9025
26,29,17.7,52,0.492,b,7/11/2017,40,5.5625,15.9025
26,30,15.3,47.7,0.514,b,7/11/2017,40,5.5625,15.9025
26,31,15.5,60.8,0.594,b,7/11/2017,40,5.5625,15.9025
26,32,15.9,60.5,0.584,b,7/11/2017,40,5.5625,15.9025
26,33,18.3,51.7,0.477,b,7/11/2017,40,5.5625,15.9025
26,34,17.7,54.7,0.511,b,7/11/2017,40,5.5625,15.9025
26,35,14,59.4,0.619,b,7/11/2017,40,5.5625,15.9025
26,36,15.9,57.6,0.567,b,7/11/2017,40,5.5625,15.9025
26,37,14.4,59.7,0.611,b,7/11/2017,40,5.5625,15.9025
26,38,17.9,60.5,0.543,b,7/11/2017,40,5.5625,15.9025
26,39,16.3,56.7,0.553,b,7/11/2017,40,5.5625,15.9025
26,40,16.1,59.4,0.574,b,7/11/2017,40,5.5625,15.9025
26,41,16.1,58,0.565,b,7/11/2017,40,5.5625,15.9025
26,42,16.7,59.7,0.563,b,7/11/2017,40,5.5625,15.9025
26,43,17.5,57.6,0.534,b,7/11/2017,40,5.5625,15.9025
26,44,16.1,56.4,0.556,b,7/11/2017,40,5.5625,15.9025
26,45,18.1,60.9,0.542,b,7/11/2017,40,5.5625,15.9025
26,46,15.5,58.9,0.583,b,7/11/2017,40,5.5625,15.9025
26,47,17.9,62,0.552,b,7/11/2017,40,5.5625,15.9025
26,48,13,57.6,0.632,b,7/11/2017,40,5.5625,15.9025
26,49,15.7,52.3,0.538,b,7/11/2017,40,5.5625,15.9025
26,50,14,61.2,0.628,b,7/11/2017,40,5.5625,15.9025
26,51,15.1,57.9,0.586,b,7/11/2017,40,5.5625,15.9025
26,52,15.7,60,0.585,b,7/11/2017,40,5.5625,15.9025
26,53,15,58.5,0.592,b,7/11/2017,40,5.5625,15.9025
26,54,12.6,55.6,0.63,b,7/11/2017,40,5.5625,15.9025
26,55,15.1,60.5,0.601,b,7/11/2017,40,5.5625,15.9025
26,56,16.1,55.5,0.55,b,7/11/2017,40,5.5625,15.9025
26,57,16.3,60.9,0.578,b,7/11/2017,40,5.5625,15.9025
26,58,17.5,58.8,0.541,b,7/11/2017,40,5.5625,15.9025
26,59,14.4,59.4,0.61,b,7/11/2017,40,5.5625,15.9025
27,1,11.5,53.5,0.646,b,7/11/2017,40,5.5625,15.9025
27,2,13.2,52.6,0.599,b,7/11/2017,40,5.5625,15.9025
27,3,14,51,0.569,b,7/11/2017,40,5.5625,15.9025
27,4,14.4,52.2,0.568,b,7/11/2017,40,5.5625,15.9025
27,5,17.5,58.3,0.538,b,7/11/2017,40,5.5625,15.9025
27,6,13.8,52.6,0.584,b,7/11/2017,40,5.5625,15.9025
27,7,16.7,55.3,0.536,b,7/11/2017,40,5.5625,15.9025
27,8,16.5,53.1,0.526,b,7/11/2017,40,5.5625,15.9025
27,9,16.7,52.3,0.516,b,7/11/2017,40,5.5625,15.9025
27,10,16.5,56.1,0.545,b,7/11/2017,40,5.5625,15.9025
27,11,14.4,58.5,0.605,b,7/11/2017,40,5.5625,15.9025
27,12,13.4,55.3,0.61,b,7/11/2017,40,5.5625,15.9025
27,13,16.7,57.1,0.547,b,7/11/2017,40,5.5625,15.9025
27,14,17.3,57.9,0.54,b,7/11/2017,40,5.5625,15.9025
27,15,14.8,60.8,0.608,b,7/11/2017,40,5.5625,15.9025
27,16,14.8,55.5,0.579,b,7/11/2017,40,5.5625,15.9025
27,17,14.6,61.5,0.616,b,7/11/2017,40,5.5625,15.9025
27,18,15.5,58.5,0.581,b,7/11/2017,40,5.5625,15.9025
27,19,15.3,56.1,0.571,b,7/11/2017,40,5.5625,15.9025
27,20,14.2,51.1,0.565,b,7/11/2017,40,5.5625,15.9025
27,21,16.5,55,0.538,b,7/11/2017,40,5.5625,15.9025
27,22,17.7,58.3,0.534,b,7/11/2017,40,5.5625,15.9025
27,23,15.7,59.7,0.584,b,7/11/2017,40,5.5625,15.9025
27,24,15.3,55.9,0.57,b,7/11/2017,40,5.5625,15.9025
27,25,15.7,57.1,0.569,b,7/11/2017,40,5.5625,15.9025
27,26,16.5,57.4,0.553,b,7/11/2017,40,5.5625,15.9025
27,27,16.7,57.6,0.55,b,7/11/2017,40,5.5625,15.9025
27,28,14,61.2,0.628,b,7/11/2017,40,5.5625,15.9025
27,29,15.5,60.3,0.591,b,7/11/2017,40,5.5625,15.9025
27,30,17.9,59.4,0.537,b,7/11/2017,40,5.5625,15.9025
27,31,15.3,61.1,0.599,b,7/11/2017,40,5.5625,15.9025
27,32,17.7,60.8,0.549,b,7/11/2017,40,5.5625,15.9025
27,33,14.6,54.1,0.575,b,7/11/2017,40,5.5625,15.9025
27,34,15.3,62,0.604,b,7/11/2017,40,5.5625,15.9025
27,35,15.5,55.9,0.566,b,7/11/2017,40,5.5625,15.9025
27,36,15.5,57.7,0.577,b,7/11/2017,40,5.5625,15.9025
27,37,17.9,60.6,0.544,b,7/11/2017,40,5.5625,15.9025
27,38,14.8,61.7,0.613,b,7/11/2017,40,5.5625,15.9025
27,39,19.8,58.8,0.496,b,7/11/2017,40,5.5625,15.9025
27,40,17.9,60.6,0.544,b,7/11/2017,40,5.5625,15.9025
27,41,15.3,59.8,0.593,b,7/11/2017,40,5.5625,15.9025
27,42,15.3,61.7,0.603,b,7/11/2017,40,5.5625,15.9025
27,43,16.7,61.5,0.573,b,7/11/2017,40,5.5625,15.9025
27,44,18.1,59.7,0.535,b,7/11/2017,40,5.5625,15.9025
27,45,15.9,60.5,0.584,b,7/11/2017,40,5.5625,15.9025
27,46,14.8,63.6,0.622,b,7/11/2017,40,5.5625,15.9025
27,47,15.1,59.8,0.597,b,7/11/2017,40,5.5625,15.9025
27,48,16.7,61.4,0.572,b,7/11/2017,40,5.5625,15.9025
27,49,15.3,60.3,0.595,b,7/11/2017,40,5.5625,15.9025
27,50,16.1,64.4,0.6,b,7/11/2017,40,5.5625,15.9025
27,51,15.3,63.5,0.612,b,7/11/2017,40,5.5625,15.9025
27,52,14.2,58.9,0.611,b,7/11/2017,40,5.5625,15.9025
27,53,14.2,61.7,0.626,b,7/11/2017,40,5.5625,15.9025
27,54,15.1,61.7,0.607,b,7/11/2017,40,5.5625,15.9025
27,55,14.8,59.5,0.602,b,7/11/2017,40,5.5625,15.9025
27,56,15.3,61.2,0.6,b,7/11/2017,40,5.5625,15.9025
27,57,14.6,55.6,0.584,b,7/11/2017,40,5.5625,15.9025
27,58,17.9,60.3,0.542,b,7/11/2017,40,5.5625,15.9025
27,59,15.5,54.7,0.558,b,7/11/2017,40,5.5625,15.9025
28,1,15.5,56.4,0.569,b,7/11/2017,40,5.5625,15.9025
28,2,15.9,51.6,0.529,b,7/11/2017,40,5.5625,15.9025
28,3,15.5,53.7,0.552,b,7/11/2017,40,5.5625,15.9025
28,4,16.5,52.2,0.52,b,7/11/2017,40,5.5625,15.9025
28,5,17.1,57.6,0.542,b,7/11/2017,40,5.5625,15.9025
28,6,17.5,53.7,0.508,b,7/11/2017,40,5.5625,15.9025
28,7,17.1,53.1,0.513,b,7/11/2017,40,5.5625,15.9025
28,8,16.1,57.3,0.561,b,7/11/2017,40,5.5625,15.9025
28,9,17.3,47.8,0.469,b,7/11/2017,40,5.5625,15.9025
28,10,14.4,55.6,0.589,b,7/11/2017,40,5.5625,15.9025
28,11,14.6,56.2,0.588,b,7/11/2017,40,5.5625,15.9025
28,12,15.5,53.1,0.548,b,7/11/2017,40,5.5625,15.9025
28,13,14.8,55.2,0.577,b,7/11/2017,40,5.5625,15.9025
28,14,15.5,56.4,0.569,b,7/11/2017,40,5.5625,15.9025
28,15,15.3,57.1,0.577,b,7/11/2017,40,5.5625,15.9025
28,16,16.9,55.3,0.532,b,7/11/2017,40,5.5625,15.9025
28,17,14.8,56.1,0.583,b,7/11/2017,40,5.5625,15.9025
28,18,14.2,53.2,0.579,b,7/11/2017,40,5.5625,15.9025
28,19,15,54.9,0.571,b,7/11/2017,40,5.5625,15.9025
28,20,15.3,46.9,0.508,b,7/11/2017,40,5.5625,15.9025
28,21,15,54.1,0.566,b,7/11/2017,40,5.5625,15.9025
28,22,13.2,58.2,0.63,b,7/11/2017,40,5.5625,15.9025
28,23,14.8,56.2,0.583,b,7/11/2017,40,5.5625,15.9025
28,24,15.5,54.4,0.557,b,7/11/2017,40,5.5625,15.9025
28,25,15.5,56.4,0.569,b,7/11/2017,40,5.5625,15.9025
28,26,16.7,57,0.547,b,7/11/2017,40,5.5625,15.9025
28,27,15.5,56.4,0.569,b,7/11/2017,40,5.5625,15.9025
28,28,13.6,57.3,0.616,b,7/11/2017,40,5.5625,15.9025
28,29,14.4,59.1,0.608,b,7/11/2017,40,5.5625,15.9025
28,30,15.7,54.4,0.552,b,7/11/2017,40,5.5625,15.9025
28,31,16.5,54.9,0.538,b,7/11/2017,40,5.5625,15.9025
28,32,15.5,57.4,0.575,b,7/11/2017,40,5.5625,15.9025
28,33,14.2,56.7,0.599,b,7/11/2017,40,5.5625,15.9025
28,34,14.4,58,0.602,b,7/11/2017,40,5.5625,15.9025
28,35,15,56.7,0.582,b,7/11/2017,40,5.5625,15.9025
28,36,16.1,53.1,0.535,b,7/11/2017,40,5.5625,15.9025
28,37,16.5,55.5,0.542,b,7/11/2017,40,5.5625,15.9025
28,38,15.9,58.9,0.575,b,7/11/2017,40,5.5625,15.9025
28,39,13.4,52.9,0.596,b,7/11/2017,40,5.5625,15.9025
28,40,16.1,57.6,0.563,b,7/11/2017,40,5.5625,15.9025
28,41,16.3,58.9,0.566,b,7/11/2017,40,5.5625,15.9025
28,42,17.7,59.7,0.543,b,7/11/2017,40,5.5625,15.9025
28,43,15.7,61.4,0.593,b,7/11/2017,40,5.5625,15.9025
28,44,16.9,62,0.572,b,7/11/2017,40,5.5625,15.9025
28,45,15.1,59.7,0.596,b,7/11/2017,40,5.5625,15.9025
28,46,15.1,62.4,0.61,b,7/11/2017,40,5.5625,15.9025
28,47,13.6,59.7,0.629,b,7/11/2017,40,5.5625,15.9025
28,48,14.4,61.1,0.619,b,7/11/2017,40,5.5625,15.9025
28,49,16.3,59.7,0.571,b,7/11/2017,40,5.5625,15.9025
28,50,15.5,62.7,0.604,b,7/11/2017,40,5.5625,15.9025
28,51,15.1,64.1,0.619,b,7/11/2017,40,5.5625,15.9025
28,52,15.3,61.5,0.602,b,7/11/2017,40,5.5625,15.9025
28,53,14.6,62.1,0.619,b,7/11/2017,40,5.5625,15.9025
28,54,14.6,63.3,0.625,b,7/11/2017,40,5.5625,15.9025
28,55,15.7,58.6,0.577,b,7/11/2017,40,5.5625,15.9025
28,56,14,57.4,0.608,b,7/11/2017,40,5.5625,15.9025
28,57,17.5,61.4,0.556,b,7/11/2017,40,5.5625,15.9025
28,58,16.3,58.8,0.566,b,7/11/2017,40,5.5625,15.9025
28,59,15.5,58.5,0.581,b,7/11/2017,40,5.5625,15.9025
29,1,15.1,53.4,0.559,b,7/11/2017,40,5.5625,15.9025
29,2,16.9,59.1,0.555,b,7/11/2017,40,5.5625,15.9025
29,3,16.3,61.5,0.581,b,7/11/2017,40,5.5625,15.9025
29,4,15.1,61.1,0.604,b,7/11/2017,40,5.5625,15.9025
29,5,13.8,62.7,0.639,b,7/11/2017,40,5.5625,15.9025
29,6,17.9,62,0.552,b,7/11/2017,40,5.5625,15.9025
29,7,17.1,61.4,0.564,b,7/11/2017,40,5.5625,15.9025
29,8,18.1,57.6,0.522,b,7/11/2017,40,5.5625,15.9025
29,9,17.5,59.7,0.547,b,7/11/2017,40,5.5625,15.9025
29,10,18.6,63.5,0.547,b,7/11/2017,40,5.5625,15.9025
29,11,13,57.7,0.632,b,7/11/2017,40,5.5625,15.9025
29,12,14.6,61.4,0.616,b,7/11/2017,40,5.5625,15.9025
29,13,17.9,63.9,0.562,b,7/11/2017,40,5.5625,15.9025
29,14,14.4,61.4,0.62,b,7/11/2017,40,5.5625,15.9025
29,15,15.3,60.2,0.595,b,7/11/2017,40,5.5625,15.9025
29,16,15.5,61.8,0.599,b,7/11/2017,40,5.5625,15.9025
29,17,17.5,60.2,0.55,b,7/11/2017,40,5.5625,15.9025
29,18,17.1,59.5,0.554,b,7/11/2017,40,5.5625,15.9025
29,19,18.1,61.8,0.547,b,7/11/2017,40,5.5625,15.9025
29,20,15.3,59.7,0.592,b,7/11/2017,40,5.5625,15.9025
29,21,18.1,56.2,0.513,b,7/11/2017,40,5.5625,15.9025
29,22,16.1,57.9,0.565,b,7/11/2017,40,5.5625,15.9025
29,23,16.5,59.1,0.563,b,7/11/2017,40,5.5625,15.9025
29,24,16.9,58.3,0.551,b,7/11/2017,40,5.5625,15.9025
29,25,19,57.6,0.504,b,7/11/2017,40,5.5625,15.9025
29,26,17.9,57.4,0.525,b,7/11/2017,40,5.5625,15.9025
29,27,13.4,58.9,0.629,b,7/11/2017,40,5.5625,15.9025
29,28,13.4,62.7,0.648,b,7/11/2017,40,5.5625,15.9025
29,29,16.5,62.4,0.582,b,7/11/2017,40,5.5625,15.9025
29,30,15.5,61.7,0.598,b,7/11/2017,40,5.5625,15.9025
29,31,16.9,64.1,0.583,b,7/11/2017,40,5.5625,15.9025
29,32,13.8,62,0.636,b,7/11/2017,40,5.5625,15.9025
29,33,17.5,61.7,0.558,b,7/11/2017,40,5.5625,15.9025
29,34,15.5,59.1,0.584,b,7/11/2017,40,5.5625,15.9025
29,35,17.1,59.2,0.552,b,7/11/2017,40,5.5625,15.9025
29,36,16.9,58.3,0.551,b,7/11/2017,40,5.5625,15.9025
29,37,17.5,62.7,0.564,b,7/11/2017,40,5.5625,15.9025
29,38,16.5,62.1,0.58,b,7/11/2017,40,5.5625,15.9025
29,39,15.7,60.5,0.588,b,7/11/2017,40,5.5625,15.9025
29,40,17.3,61.4,0.56,b,7/11/2017,40,5.5625,15.9025
29,41,17.1,55.9,0.532,b,7/11/2017,40,5.5625,15.9025
29,42,16.1,61.7,0.586,b,7/11/2017,40,5.5625,15.9025
29,43,16.5,58,0.557,b,7/11/2017,40,5.5625,15.9025
29,44,15.3,64.8,0.618,b,7/11/2017,40,5.5625,15.9025
29,45,14,61.4,0.629,b,7/11/2017,40,5.5625,15.9025
29,46,14.2,63.5,0.634,b,7/11/2017,40,5.5625,15.9025
29,47,13.6,64.2,0.65,b,7/11/2017,40,5.5625,15.9025
29,48,16.5,63.3,0.586,b,7/11/2017,40,5.5625,15.9025
29,49,16.9,62.1,0.572,b,7/11/2017,40,5.5625,15.9025
29,50,14.6,65.6,0.636,b,7/11/2017,40,5.5625,15.9025
29,51,14.8,59.8,0.603,b,7/11/2017,40,5.5625,15.9025
29,52,13.8,64.5,0.648,b,7/11/2017,40,5.5625,15.9025
29,53,14.2,61.2,0.623,b,7/11/2017,40,5.5625,15.9025
29,54,13.4,61.7,0.643,b,7/11/2017,40,5.5625,15.9025
29,55,15,60.8,0.604,b,7/11/2017,40,5.5625,15.9025
29,56,14.6,56.7,0.59,b,7/11/2017,40,5.5625,15.9025
29,57,16.1,60.8,0.581,b,7/11/2017,40,5.5625,15.9025
29,58,15,59.4,0.597,b,7/11/2017,40,5.5625,15.9025
29,59,14,57.6,0.609,b,7/11/2017,40,5.5625,15.9025
30,1,11.8,53.1,0.636,b,7/11/2017,40,5.5625,15.9025
30,2,13.2,54,0.607,b,7/11/2017,40,5.5625,15.9025
30,3,14.8,55.6,0.58,b,7/11/2017,40,5.5625,15.9025
30,4,14.2,55.2,0.591,b,7/11/2017,40,5.5625,15.9025
30,5,13,55.6,0.621,b,7/11/2017,40,5.5625,15.9025
30,6,15.5,54.9,0.56,b,7/11/2017,40,5.5625,15.9025
30,7,11.8,59.4,0.669,b,7/11/2017,40,5.5625,15.9025
30,8,15,65.6,0.628,b,7/11/2017,40,5.5625,15.9025
30,9,15.1,52.3,0.552,b,7/11/2017,40,5.5625,15.9025
30,10,13.8,62.3,0.637,b,7/11/2017,40,5.5625,15.9025
30,11,13.8,59.7,0.624,b,7/11/2017,40,5.5625,15.9025
30,12,16.3,58,0.561,b,7/11/2017,40,5.5625,15.9025
30,13,15.5,57,0.572,b,7/11/2017,40,5.5625,15.9025
30,14,13.8,58.8,0.62,b,7/11/2017,40,5.5625,15.9025
30,15,17.5,56.5,0.527,b,7/11/2017,40,5.5625,15.9025
30,16,14.6,56.1,0.587,b,7/11/2017,40,5.5625,15.9025
30,17,12.8,53.5,0.614,b,7/11/2017,40,5.5625,15.9025
30,18,16.7,58.2,0.554,b,7/11/2017,40,5.5625,15.9025
30,19,14.4,55.6,0.589,b,7/11/2017,40,5.5625,15.9025
30,20,13,59.4,0.641,b,7/11/2017,40,5.5625,15.9025
30,21,15.3,59.5,0.591,b,7/11/2017,40,5.5625,15.9025
30,22,15.9,56.4,0.56,b,7/11/2017,40,5.5625,15.9025
30,23,15.5,59.7,0.588,b,7/11/2017,40,5.5625,15.9025
30,24,14.6,58.2,0.599,b,7/11/2017,40,5.5625,15.9025
30,25,13.4,60.6,0.638,b,7/11/2017,40,5.5625,15.9025
30,26,13.8,61.7,0.634,b,7/11/2017,40,5.5625,15.9025
30,27,13.6,60,0.63,b,7/11/2017,40,5.5625,15.9025
30,28,16.1,59.5,0.574,b,7/11/2017,40,5.5625,15.9025
30,29,14.8,61.1,0.61,b,7/11/2017,40,5.5625,15.9025
30,30,15.5,64.4,0.612,b,7/11/2017,40,5.5625,15.9025
30,31,13.8,59.1,0.621,b,7/11/2017,40,5.5625,15.9025
30,32,15,64.2,0.621,b,7/11/2017,40,5.5625,15.9025
30,33,14.2,60.2,0.618,b,7/11/2017,40,5.5625,15.9025
30,34,12.6,59.1,0.649,b,7/11/2017,40,5.5625,15.9025
30,35,15,57.1,0.584,b,7/11/2017,40,5.5625,15.9025
30,36,13.8,62.1,0.636,b,7/11/2017,40,5.5625,15.9025
30,37,14,61.4,0.629,b,7/11/2017,40,5.5625,15.9025
30,38,15.1,61.2,0.604,b,7/11/2017,40,5.5625,15.9025
30,39,16.7,58.5,0.556,b,7/11/2017,40,5.5625,15.9025
30,40,13.8,56.2,0.606,b,7/11/2017,40,5.5625,15.9025
30,41,12.8,58,0.638,b,7/11/2017,40,5.5625,15.9025
30,42,13.8,59.2,0.622,b,7/11/2017,40,5.5625,15.9025
30,43,12.2,61.1,0.667,b,7/11/2017,40,5.5625,15.9025
30,44,12.8,57.7,0.637,b,7/11/2017,40,5.5625,15.9025
30,45,13.2,59.7,0.638,b,7/11/2017,40,5.5625,15.9025
30,46,13.8,60.8,0.63,b,7/11/2017,40,5.5625,15.9025
30,47,15.1,54.6,0.567,b,7/11/2017,40,5.5625,15.9025
30,48,10.7,60.3,0.699,b,7/11/2017,40,5.5625,15.9025
30,49,13.2,59.5,0.637,b,7/11/2017,40,5.5625,15.9025
30,50,13.8,60,0.626,b,7/11/2017,40,5.5625,15.9025
30,51,12.4,58.9,0.652,b,7/11/2017,40,5.5625,15.9025
30,52,13,62.9,0.657,b,7/11/2017,40,5.5625,15.9025
30,53,11.7,53.7,0.642,b,7/11/2017,40,5.5625,15.9025
30,54,13.4,51.9,0.59,b,7/11/2017,40,5.5625,15.9025
30,55,12.6,57.3,0.639,b,7/11/2017,40,5.5625,15.9025
30,56,13.4,57.9,0.624,b,7/11/2017,40,5.5625,15.9025
30,57,11.7,54.6,0.647,b,7/11/2017,40,5.5625,15.9025
30,58,13.6,57,0.615,b,7/11/2017,40,5.5625,15.9025
30,59,13.2,57.6,0.627,b,7/11/2017,40,5.5625,15.9025
1,1,14,44.1,0.518,b,7/18/2017,47,4.6625,16.01
1,2,12.4,50.8,0.608,b,7/18/2017,47,4.6625,16.01
1,3,14,51,0.569,b,7/18/2017,47,4.6625,16.01
1,4,13.6,50.2,0.574,b,7/18/2017,47,4.6625,16.01
1,5,15.3,51,0.538,b,7/18/2017,47,4.6625,16.01
1,6,14.4,51.1,0.56,b,7/18/2017,47,4.6625,16.01
1,7,14.8,56.2,0.583,b,7/18/2017,47,4.6625,16.01
1,8,14.8,51.3,0.552,b,7/18/2017,47,4.6625,16.01
1,9,16.7,53.4,0.524,b,7/18/2017,47,4.6625,16.01
1,10,14.4,50.5,0.556,b,7/18/2017,47,4.6625,16.01
1,11,15.5,52.9,0.547,b,7/18/2017,47,4.6625,16.01
1,12,17.5,56.4,0.526,b,7/18/2017,47,4.6625,16.01
1,13,14.2,52.9,0.577,b,7/18/2017,47,4.6625,16.01
1,14,15,52.2,0.554,b,7/18/2017,47,4.6625,16.01
1,15,14,54.1,0.589,b,7/18/2017,47,4.6625,16.01
1,16,16.1,55.3,0.549,b,7/18/2017,47,4.6625,16.01
